pesquisa,titulo,link,comentario
console de videogame,Console Xbox Series S,https://www.amazon.com.br/dp/B08JN2VMGX,"Quando eu comprei o aparelho imediatamente me arrependi, o valor era alto, estava guardando dinheiro a meses e queria outro console da Sony, infelizmente o PS4 estava custando muito mais do que o Series S e o PS5 fora do meu orçamento e fora de estoque também.Peguei esse console pois tive boas experiências com o Xcloud, e eu queria algo da geração pós PS3.Controle é excelente, com algumas pilhas recarregáveis e um fone de ouvido P2. A experiência se torna ainda melhor.Não esquenta a ponto de fazer barulho, não tem problemas de reconhecer dispositivos como mouse e teclados.O gamepass oferece o melhor custo benefício para quem quer jogar muito e pagar pouco. A maioria dos jogos roda no mínimo a 1080p 60fps, oque é uma boa experiência e é preciso comparar lado a lado e de perto pra ver diferença em 1080p 1440p e 2160p. Ele pode rodar em até 120fps, infelizmente eu não tenho um monitor pra testar isso e não sei se pretendo. Meu foco são jogos AAA single player. Eu não costumo jogar competitivamente pois eu prefiro uma boa história do que um teste de habilidades.Espaço - sim ele vem com pouco espaço porém na prática é melhor excluir jogos antigos para baixar novos jogos, o cartão de expansão é extremamente caro o que deixa o console com uma reputação.Tem 360gb de espaço livre, jogos grandes vão ocupar muito espaço então eu instalo 1 ou 2 jogos de 100gb, e então uma mistura de gêneros. De luta, corrida, simulação, ação e aventura.Excelente pra ver YouTube Netflix Amazon prime Crunchyroll e outros serviços.Da pra acessar o telegram pelo navegador, e o player de vídeo é bom. É possível espelhar a tela do smartphone através de apps de terceiros.É possível instalar emuladores no console tornando uma máquina de emulação excelente. Não sei quanto a legalidade disso mas é possível usar e eu nunca vi casos de Ban.O controle funciona com smartphones e computadores então mesmo que não use o console o tempo todo, o controle é útil em outras situações também.O xcloud ajuda muito com o pouco espaço já que é possível tentar jogos sem baixa-los.Usando um HD externo 3.0 é possível baixar qualquer jogo liberando a memória interna do console. Então por 400-700 reais é possível adicionar de 1 a 4 gigabytes ao console (somente jogos de Xbox one vão funcionar no HD externo).Uso cabeado e via WiFi e ele sempre consegue usar 100% da rede wi-fi no meu caso 200mb da oi (25MB/s).Portabilidade - ele cabe em pequenos espaços diferente do PS5 e do Séries X.Embora o exaustor atrapalhe um pouco já que ele tem que ter ar passando para poder esfriar.O console é denso e meio pesado, da sim pra colocar na mochila e sair pra viajar, porém eu nunca tentei sair com ele por aí, por que aqui é o Brasil então né.Funcionalidades externas que eu mais gostei, ele tem a função remote play, onde da pra usar a tela do celular pra jogar, comprei o gamesir X2 pro especialmente para poder jogar os jogos do Xbox como se ele fosse uma espécie de Nintendo switch.Agora os pontos negativos.O controle embora possua bluetooth e se conecte com qualquer Celular, ele não é compatível com fones bluetooth.Nenhum fone sem fio além do proprietário da Microsoft funciona no console.Para usar fones bluetooth e controles de terceiros ex PS5, Switch, Gamesir Ipega é preciso conectalos a um celular e usar o remote Play, oque funciona mas dá muito delay, o controle do séries S é muito caro mesmo comparado ao PS5 oque complica quando você quer jogar um jogo cooperativo.A qualidade gráfica de alguns jogos é nitidamente inferior, não por o console ser ruim mas sim por que algumas empresas não querem gastar tanto tempo em um jogo para o SS.Ainda a espaço para melhora no console, principalmente no software, o streaming do remote play parece ser em 720p.Mas a pior questão do console é quando não já internet, muitos jogos não vão nem abrir se você não estiver conectado a internet.É possível acessar arquivos de mídia dentro pelo USB. Isso quer dizer que é possível por aquelas vídeos e fotos da família durante eventos ou outros tipo de arquivo de vídeo ""claro o navegador tbm roda esses"" mas é melhor baixar em 4k e rodar pelo USB.O número de portas USB é baixo são 3 portas, uma fica um Pen drive outra o mouse e o outro o teclado, eu precisaria de um Hub USB para poder conectar o controle e um HD externo.Acredito que no futuro mais e mais jogos viram ao gamepass, e a geração do PS4/XONE vai ficar pra trás, trazendo jogos de maior qualidade e mais optimizados.Porém, de tudo isso se eu pudesse voltar no tempo e não comprar o console, eu não compraria. Por que na época eu comprei por impulso, e hoje eu estou preso ao ecossistema do Xbox, mudar para o PS5 agora custaria muito mais caro, embora o Xbox ofereça o melhor custo benefício, é o PS5 que tem os jogos que eu quero jogar, e o Xbox Series X iria aproveitar melhor a tv 4k 60hz que tenho em casa.O series S é para jogadores mais casuais, que vai jogar 1-2 horas por dia.Eu não vendo console, é um apego que se cria com o aparelho, mas foi difícil de se adaptar no começo."
console de videogame,Console Xbox Series S,https://www.amazon.com.br/dp/B08JN2VMGX,"Troquei o meu Xone Fat pelo Series S, e o alívio de me livrar daquela fonte enorme não tem preço.O SS é muito pequeno e silencioso, não esquenta e fica muito bonito deitado ou na vertical. Não tenho Tv 4k e mesmo assim  console melhora muito a imagem e o framerate nos jogos, sem falar que o loading time (de jogos instalados no SSD interno) praticamente desaparecem! - Monster Hunter carrega em 5 segundos, e olhe lá. O serrilhado de alguns jogos também desaparecem, e muitos efeitos de sombra e de luz são melhorados (Testei Hitman 2, Monster Hunter, Borderlands 3, Gears Tactics e Mortal Shell, nenhum teve queda de frame e o visual era ficou bem melhor).Jogos do Xbox Original quase não tem melhorias que naõ seja no loading... mas pra quem jogava num PS2 deitado de lado e não reclamava da Tv de tubo borrada, não vai reclamar de gráficos de jogos de 20 anos né?O controle é 90% a mesma coisa, mas esses 10% fazem a diferença: O grip é antederrapante, os botões RB e LB tem um ""clique""  muito mais responsivo que o original, os gatihos tem uma certa resistência que, em jogos de corrida, dão a impressão de um feedback do pedal (claro, com muita imaginação.. não é nenhum DualSense, ainda). E o direcional, agora sim, é ótimo para jogos plataforma e indies como Ori e Hollow Knight.O novo botão de gravações não faz diferença pra mim, já não usava no Xbox continuarei a não usar, mas hey... ele existe.O que vem na caixa? Apenas os cabos HDMI, de energia (dois pinos)  e controle (com pilhas ainda...) Não vem o cabo USB-C para carregar seu controle (caso você tenha o play charge), e não vem NENHUM código de Xbox Live, Gamepass ou nada disso. Para um console 100% digital, pelomenos 15 dias de Gamepass eles deviam dar de agrado, não é? Para usufruir totalmente do seu console Series S é recomendado (não obrigatório) assinar o Game Pass, ou o Ultimate.No mais, é um console que me surpreendeu muito e que tem um custo benefício muito bom, ainda mais para assinantes do Gamepass."
console de videogame,Console Xbox Series S,https://www.amazon.com.br/dp/B08JN2VMGX,O Series S me trouxe de volta ao mundo dos consoles q eu estava longe a bastante tempo. Indico pra qualquer pessoa que quer se divertir por horas e horas. O combo com o GamePass é a melhor coisa que existe. Tem um plus ainda depois que você conhece o programa de Rewards da Microsoft e todas as vantagens que ele te oferece. Um das melhores compras que eu fiz
console de videogame,Console Xbox Series S,https://www.amazon.com.br/dp/B08JN2VMGX,"O produto é muito bom e atende as expectativas e entrega muito rápida, porém esquenta muito e isso não é culpa do vendedor e nem da transportadora é um problema comum desse console! Más gostei muito, recomendo para quem quer entrar na nova geração gastando pouco e sem precisar comprar jogos, assinei o gamepass e tenho uma imensidão de jogos!"
console de videogame,Console Xbox Series S,https://www.amazon.com.br/dp/B08JN2VMGX,"O console é extremamente silencioso apesar de esquentar um pouco.Não deixe o tamanho te enganar, o console é muito poderoso e dá conta sem problemas dos jogos.Consegue rodar jogos de PS2, GameCube, Wii, PSP e outros consoles em até 5 a 6 vezes a resolução nativa através de EMULADORES. Os jogos antigos ficam bem bonitos em resoluções mais altas.Recomendo!"
console de videogame,Console Xbox Series S,https://www.amazon.com.br/dp/B08JN2VMGX,"Lindo o console, bem slin...fica muito arrumado na prateleira.....contratei o game pass para baixar os jogos na nuvem e não encher o armazenamento do console......funcionando sem problema."
console de videogame,Console Xbox Series S,https://www.amazon.com.br/dp/B08JN2VMGX,Produto chegou até rápido bem embalado satisfeito com o serviço ótimo game para nova geração seria uma vantagem se fosse de um terabyte de memória
console de videogame,Console Xbox Series S,https://www.amazon.com.br/dp/B08JN2VMGX,"Console excelente, mas exige uma boa conexão de internet, saí do lado azul e não me arrependi. Recomendo o produto e a loja parceira."
console de videogame,Console Xbox Series S,https://www.amazon.com.br/dp/B08JN2VMGX,"ja estou usando faz muitos meses e não travou nenhuma vez, o unico probleminha é o pouco armazenamento do console. porem chegou super rapido recomendo para quem procura um console da nova geracao"
console de videogame,Mini Game Portatil 400 Jogos Super Console Controle Retro Estilo Gameboy,https://www.amazon.com.br/dp/B0C2QK4NK2,"Produto entregue no prazo combinado, veio faltando um item mas entrei em contato com o vendedor e ele rapidamente resolveu enviando o que tinha faltado. Super recomendo"
console de videogame,Mini Game Portatil 400 Jogos Super Console Controle Retro Estilo Gameboy,https://www.amazon.com.br/dp/B0C2QK4NK2,"A mídia não pôde ser carregada.
                



 Durabilidade de bateria boa Desempenho bom !"
console de videogame,"Videogame, 128G GD10 Game Stick Embutido 40000 Jogos 128GB 2.4G Controlador sem fio HD Console de Videogame Retrô 4k HD Console de Videogame 128G 40000 Jogos",https://www.amazon.com.br/dp/B0BJ25YDYB,otimo 40000 128 gb otimo roazoavel ver ja e si e sim YouTube problema diferente particular problema gd10 case particular e gd10 boa roazoavel e gd10 roazoavel bom !!!! so ver olho YouTube ver olho ja si e sim YouTube buscar gd10 explicar diferente outro tem problema particular silencio ver is e is YouTube so YouTube problema ai gd10 roazoavel e particular ela YouTube responsavel YouTube particular degree gd10 ok e ok eu to lip cedraz nao see so ela YouTube gd10 10 acontecer problema gd10 boa YouTube particular proprio YouTube responsavel particular YouTube bom e boa !!!!!! pessoas YouTube gd10 explicar epsodio ver falar precisa falar gd10  so YouTube explicar proprio YouTube responsavel particular YouTube bom e boa e gd10 10 roazoavel bom !!!!
console de videogame,"Videogame, 128G GD10 Game Stick Embutido 40000 Jogos 128GB 2.4G Controlador sem fio HD Console de Videogame Retrô 4k HD Console de Videogame 128G 40000 Jogos",https://www.amazon.com.br/dp/B0BJ25YDYB,"O produto de começo ótimo!Depois de um mês de uso deixou de funcionar travo de um jeito que a única vontade é de jogar fora! Qualidade e durabilidade ""zero""!!!!"
console de videogame,"Videogame, 128G GD10 Game Stick Embutido 40000 Jogos 128GB 2.4G Controlador sem fio HD Console de Videogame Retrô 4k HD Console de Videogame 128G 40000 Jogos",https://www.amazon.com.br/dp/B0BJ25YDYB,"Super nostálgico, roda bem muitos jogos"
console de videogame,"Videogame, 128G GD10 Game Stick Embutido 40000 Jogos 128GB 2.4G Controlador sem fio HD Console de Videogame Retrô 4k HD Console de Videogame 128G 40000 Jogos",https://www.amazon.com.br/dp/B0BJ25YDYB,"Simplesmente não funciona nenhum jogo, todos travam e alguns nem abrem."
console de videogame,"Videogame, 128G GD10 Game Stick Embutido 40000 Jogos 128GB 2.4G Controlador sem fio HD Console de Videogame Retrô 4k HD Console de Videogame 128G 40000 Jogos",https://www.amazon.com.br/dp/B0BJ25YDYB,"Gostaria de usar, pois tem vários jogos inclusive os antigos que são muito animados!😔"
console de videogame,"Videogame, 128G GD10 Game Stick Embutido 40000 Jogos 128GB 2.4G Controlador sem fio HD Console de Videogame Retrô 4k HD Console de Videogame 128G 40000 Jogos",https://www.amazon.com.br/dp/B0BJ25YDYB,"Produto demorou além do prazo de entrega e quando finalmente chegou, não funcionava.Pura enganação"
console de videogame,NUTOT Video Game Stick embutido 30000 jogos 64G 2.4G controlador sem fio HD console de videogame retrô 4k HD console de videogame,https://www.amazon.com.br/dp/B0BJDQ745J,"Recebi o produto no tempo combinado ,porém só veio poucos emuladores e os jogos estranhos com a tela vermelha e quando colocava os jogos atuais ficava apitando no lugar da música do jogo e pior travando até chegar um ponto que não consigo jogar , fica com a tela mostrando lendo o jogo e não abre .Não recomendo , nessa compra meu filho e eu não tivemos boa experiência."
console de videogame,NUTOT Video Game Stick embutido 30000 jogos 64G 2.4G controlador sem fio HD console de videogame retrô 4k HD console de videogame,https://www.amazon.com.br/dp/B0BJDQ745J,Muito funcional e objetivo
console de videogame,NUTOT Video Game Stick embutido 30000 jogos 64G 2.4G controlador sem fio HD console de videogame retrô 4k HD console de videogame,https://www.amazon.com.br/dp/B0BJDQ745J,"Compramos com muito medo, mas funcionou bem, as vezes alguns jogos fica lento, mas nada demais, até o momento está nos atendendo muito bem, pelo custo, vale a pena."
console de videogame,NUTOT Video Game Stick embutido 30000 jogos 64G 2.4G controlador sem fio HD console de videogame retrô 4k HD console de videogame,https://www.amazon.com.br/dp/B0BJDQ745J,"DEFEITO NAS MANETES ,JOGOS ATARY NAO RODAM"
console de videogame,NUTOT Video Game Stick embutido 30000 jogos 64G 2.4G controlador sem fio HD console de videogame retrô 4k HD console de videogame,https://www.amazon.com.br/dp/B0BJDQ745J,"O game stick era muito bom. Tem uma imensidão de games pré instalados e permite a instalação de vários outros. O único problema enquanto ele funcionava é que os joysticks que acompanham ele são bem imprecisos. Mas depois de um tempo eles perderam a conexão com o game stick e não dá sequer para usar porque não tem como parear outros joysticks nele. Provavelmente o problema seja no Bluetooth, mas em todo caso, agora virou um tijolo..."
console de videogame,NUTOT Video Game Stick embutido 30000 jogos 64G 2.4G controlador sem fio HD console de videogame retrô 4k HD console de videogame,https://www.amazon.com.br/dp/B0BJDQ745J,o game nao veio todos os jogos prometidos
console de videogame,NUTOT Video Game Stick embutido 30000 jogos 64G 2.4G controlador sem fio HD console de videogame retrô 4k HD console de videogame,https://www.amazon.com.br/dp/B0BJDQ745J,"Diversão garantida, reviver os jogos retrô está sendo top. Show!"
console de videogame,NUTOT Video Game Stick embutido 30000 jogos 64G 2.4G controlador sem fio HD console de videogame retrô 4k HD console de videogame,https://www.amazon.com.br/dp/B0BJDQ745J,Comprei o produto que aparece no anúncio que é um game stick GD 10 e me entregaram outro produto conforme a foto bem inferior
console de videogame,NUTOT Video Game Stick embutido 30000 jogos 64G 2.4G controlador sem fio HD console de videogame retrô 4k HD console de videogame,https://www.amazon.com.br/dp/B0BJDQ745J,Alguns jogos não rodam tirando isso e bom
console de videogame,NUTOT Video Game Stick embutido 30000 jogos 64G 2.4G controlador sem fio HD console de videogame retrô 4k HD console de videogame,https://www.amazon.com.br/dp/B0BJDQ745J,Não gostei veio faltando o SD do jogos mandei mensagem não me responderam
fones de ouvido sem fio,"PHILIPS Fone de ouvido sem fio TWS bluetooth com microfone, formato em haste, IPX4 e energia para 18 horas totais na cor branca TAT2206WT/00, padrão",https://www.amazon.com.br/dp/B094NZWK8V,"Vamos lá:Estava procurando por um fone TWS intra-auricular com o valor de até R$ 200 mas que tivesse uma boa qualidade. Pesquisei bastante até que decidi optar por este fone devido as boas avaliações dele e por ser da marca Phillips que sempre tem bons produtos.Após usar por um tempo, vou citar os pontos positivos e negativos de minha opinião.Positivamente, o fone é de fato um produto original e autêntico phillips. Tem uma ótima estrutura, é pequeno e discreto. A case também é pequena e fácil de levar no bolso.  A bateria dura por muito tempo e também carrega rápido. E o maior ponto forte pra mim é a questão dos botões físicos no fone, que ajudam muito para pausar, avançar de música e atender ligações.Os fones também fixam bem dentro do ouvido. Utilizo na academia e em corridas de rua e ele não cai do ouvido.Referente a qualidade do som:Os som dos agudos/vozes são ótimos, o microfone também atua de forma boa em ligações.Os únicos pontos fracos dele são o isolamento acústico/redução de ruído que não é 100%, diria que 70%.E os graves que não são fortes. De fato, para quem gosta de um fun, eletro music, ou músicas com batidão mais forte, ele não vai corresponder. Isso ai fica para fones acima de R$ 500,00.No geral, não tenho dúvidas que esse é o melhor fone intra-auricular nessa faixa de preços. Para quem não precisa de graves muito fortes, para uso cotidiano, academia, corrida de rua, eu recomendo!"
fones de ouvido sem fio,"PHILIPS Fone de ouvido sem fio TWS bluetooth com microfone, formato em haste, IPX4 e energia para 18 horas totais na cor branca TAT2206WT/00, padrão",https://www.amazon.com.br/dp/B094NZWK8V,"Comprei um pra mim e outro pra minha mãe. Ela não utiliza tanto quanto eu, mas ela gostou bastante. Eu, ao contrário, no início não curti tanto e acabei achando ruim, confesso. E alguns comentários me desanimaram tbm. Estou há um mês com ele e estava utilizando o Spotify, mas aí esse mês eu testei no Deezer, um streaming que eu já havia utilizado antes e que me pareceu muito bom e que eu só não consegui utilizar porque a campanha/propaganda do Spotify é muuuito forte kk e se torna DIFÍCIL de abandonar o serviço de streaming. E o Deezer me parecia esquisito, mas a qualidade do Spotify é muito baixa, o que faz a do Deezer muito melhor e assim mostrando a qualidade do fone! Então, sim, é um bom fone. Vai depender sim da qualidade do teu streaming pro som não sair estourado e ruim. Tinha até pesquisado e o que os sites falam é que sim, a qualidade do Spotify é inferior comparada a outros serviços que não tem tantos usuários quanto ele.Pra quem não liga muito pra nomes, aqui vai algumas dicas de onde o fone toca melhor ou pra qualidade ficar melhor, dica 1: independente do streaming, aumentem a qualidade do áudio nas configurações, isso melhora um pouco no Spotify (quando tu é premium, claro), mas ainda se torna inútil para o que o fone pode oferecer. Fica bom? Fica, mas ele não vai fazer milagre por ti.Dica 2: Deezer, como eu havia comentado e o Amazon Music. Dizem que o TIDAL também é bem bom, mas é bem mais carinho e aí eu não testei. Então, entre o Deezer e Amazon Music,  que são mais acessíveis, eu curti mais a Amazon porque tem uma qualidade MUITO boa, aí se torna melhor que o Deezer, mas também não é uma diferença gritante. Os preços são quase iguais, mas a Amazon não tem plano de estudante, então o Deezer, que não muda muito, tem e aí pra quem é universitário fica mais acessível e ainda sim é muito, muito bom.É isto. Notinha 4 porque odeio fone com borrachinha e o microfone não é lá grandes coisas também."
fones de ouvido sem fio,"PHILIPS Fone de ouvido sem fio TWS bluetooth com microfone, formato em haste, IPX4 e energia para 18 horas totais na cor branca TAT2206WT/00, padrão",https://www.amazon.com.br/dp/B094NZWK8V,"O fone TWS bluetooth é uma ótima opção para quem não quer gastar muito com fones bluetooth. Eu estou usando o meu a alguns meses e estou adorando. Ele carrega bem rápido e a carga dura bem.🔊A qualidade de som é bastante boa. Obviamente não vai ser a mesma qualidade que um fone profissional, mas é mais que suficiente para quem não é musicófilo, bem balanceado e isola o som moderadamente.🌐O bluetooth funciona a uma boa distância. Se eu deixo meu celular num cômodo e vou até a cozinha ele continua funcionando bem, porém um pouco mais longe ele desconecta. (O QUE EH TOTALMENTE NORMAL!) Mas quando volto para o meu quarto, ele se conecta sozinho novamente. Não tive problema nenhum de conexão como o pessoal falou, uso no meu iphone, computador e tablet.👂Ele se encaixa super bem na minha orelha (que é super pequena) e é relativamente confortável. Já usei melhores, mas esse não me incomoda; eu passo o dia inteiro usando ele❌O botão do fone é um pouco difícil de usar pq é muito pequeno, mas pela diferença de preço por um de toque, vale muito a pena! Acho um pouco chato ter que usar os dois fones para sincronizar e o manual que veio é criptico! Então estou indo na intuição mesmo.⭐️Conclusão: pelo preço e pela cor vale muito a pena e não estou sentindo falta de usar um mais caro. Se você não é fresco com qualidade de som, vai gostar bastante."
fones de ouvido sem fio,"PHILIPS Fone de ouvido sem fio TWS bluetooth com microfone, formato em haste, IPX4 e energia para 18 horas totais na cor branca TAT2206WT/00, padrão",https://www.amazon.com.br/dp/B094NZWK8V,"Li muitos comentários aqui falando que os graves do fone não são bons, que seu isolamento não é um dos melhores, etc. Vamos falar sobre o custo-benefício desse fone: é uma aparelho que custou menos de R$ 200,00 e que entrega uma ótima qualidade de som e um isolamento muito bom, levando em consideração que não tem cancelamento ativo de ruído. Se você é uma pessoa normal, que quer usar esse fone para coisas normais do dia-a-dia, como ir para a academia, por exemplo, esse fone supre DEMAIS a necessidade. Vou para o treino todos os dias a pé, andando no acostamento da BR e não consigo ouvir os carros passando do meu lado, isso com o volume do celular no médio. Recomendo demais o fone. Minha única crítica é em relação ao cabo do fone, que achei muito fino e frágil, também tive uma pequena impressão de estar com um pouco de mau-contato, o que pode ser defeito do meu fone, mas que dá certo para carregar. Não sei pra que esses ""Aloks"" dos comentários querem um fone profissional para treinar, porque se com esse eu não consigo nem colocar o volume máximo do meu celular e não escuto um caminhão passando do meu lado, imagine com um de R$ 500,00 kkkkk. Sobre a bateria: em 7 dias, usando todos os dias, precisei carregar a caixinha 2 vezes. Talvez tivesse precisado carregar menos, mas como fiz uma viagem, acabei usando por mais tempo do que uso no dia-a-dia. A fixação dele no ouvido é INCRÍVEL, faço meu treino todo, corro por 15 minutos na esteira e não cai nem uma vez."
fones de ouvido sem fio,"PHILIPS Fone de ouvido sem fio TWS bluetooth com microfone, formato em haste, IPX4 e energia para 18 horas totais na cor branca TAT2206WT/00, padrão",https://www.amazon.com.br/dp/B094NZWK8V,"Para o que eu estava procurando, achei maravilhoso! Não sou nenhuma especialista, mas achei o som bem limpo, pega bem as várias nuances e “profundidades” das músicas. Claro que não é o melhor fone para isso mas dá pra ouvir bem o surdo nos sambas e os baixos/graves no geral. A vedação é ótima, barra legal o barulho externo e não fica caindo da orelha. Não tem delay. Dá pra se distanciar consideravelmente, o bluetooth bancou uma distância de 9 passos do meu celular. Fiquei muito feliz com a compra!"
fones de ouvido sem fio,"PHILIPS Fone de ouvido sem fio TWS bluetooth com microfone, formato em haste, IPX4 e energia para 18 horas totais na cor branca TAT2206WT/00, padrão",https://www.amazon.com.br/dp/B094NZWK8V,"Estava em busca de um fone que não caisse facil da orelha, e que tivesse uma boa conexão/interatividade com meu iphone, pois, já tive experiencia ruim com outros fones.Comprei ele com base nas boas avaliações que li, e depois de 2 meses usando, indico fortemente!Otimo custo beneficio, atendeu as minhas expectativas, bateria dura bastante, a qualidade do som é muito boa! Facil emparelhamento com outros eletronicos... enfim.... pode compra!!!"
fones de ouvido sem fio,"PHILIPS Fone de ouvido sem fio TWS bluetooth com microfone, formato em haste, IPX4 e energia para 18 horas totais na cor branca TAT2206WT/00, padrão",https://www.amazon.com.br/dp/B094NZWK8V,"Atende as necessidades e cumpre o que lhe cabe referente ao valor. Som de boa qualidade, designer muito bonito. Único ponto negativo é que não da para regular o volume pelo fone. Em resumo, fiquei muito satisfeita, principalmente pelo valor e qualidade, até comprei mais um para dar de presente."
fones de ouvido sem fio,"PHILIPS Fone de ouvido sem fio TWS bluetooth com microfone, formato em haste, IPX4 e energia para 18 horas totais na cor branca TAT2206WT/00, padrão",https://www.amazon.com.br/dp/B094NZWK8V,"Alguém falou sobre o grave ser ruim, mas creio que seja relativo ao posicionamento do fone no ouvido. Do modo correto, o grave é excelente! O microfone captou perfeitamente! Com ótimos filtros de ruído! Não uso para reunião, mas para mensagens foi ótimo!"
fones de ouvido sem fio,"PHILIPS Fone de ouvido sem fio TWS bluetooth com microfone, formato em haste, IPX4 e energia para 18 horas totais na cor branca TAT2206WT/00, padrão",https://www.amazon.com.br/dp/B094NZWK8V,"Não comprei pensando que seria com 100% de abafador de ruído, nem gosto assim. Adorei o fone. A bateria dura bastante. Dá pra usar um lado só enquanto o outro fica na caixinha. Perfeito."
fones de ouvido sem fio,"PHILIPS Fone de ouvido sem fio TWS bluetooth com microfone, formato em haste, IPX4 e energia para 18 horas totais na cor branca TAT2206WT/00, padrão",https://www.amazon.com.br/dp/B094NZWK8V,"Até agora tem sido PERFEITO. Fiz apenas 1 recarga até agora, e ela ta durando TRES DIAS. Não tenho do que reclamar até agora. Som, tudo otchimoo, pareou perfeitamente no iphone"
fones de ouvido sem fio,"PHILIPS Fone de ouvido sem fio TWS bluetooth com microfone, formato em haste, IPX4 e energia para 18 horas totais na cor branca TAT2206WT/00, padrão",https://www.amazon.com.br/dp/B094NZWK8V,"Vamos lá:Estava procurando por um fone TWS intra-auricular com o valor de até R$ 200 mas que tivesse uma boa qualidade. Pesquisei bastante até que decidi optar por este fone devido as boas avaliações dele e por ser da marca Phillips que sempre tem bons produtos.Após usar por um tempo, vou citar os pontos positivos e negativos de minha opinião.Positivamente, o fone é de fato um produto original e autêntico phillips. Tem uma ótima estrutura, é pequeno e discreto. A case também é pequena e fácil de levar no bolso.  A bateria dura por muito tempo e também carrega rápido. E o maior ponto forte pra mim é a questão dos botões físicos no fone, que ajudam muito para pausar, avançar de música e atender ligações.Os fones também fixam bem dentro do ouvido. Utilizo na academia e em corridas de rua e ele não cai do ouvido.Referente a qualidade do som:Os som dos agudos/vozes são ótimos, o microfone também atua de forma boa em ligações.Os únicos pontos fracos dele são o isolamento acústico/redução de ruído que não é 100%, diria que 70%.E os graves que não são fortes. De fato, para quem gosta de um fun, eletro music, ou músicas com batidão mais forte, ele não vai corresponder. Isso ai fica para fones acima de R$ 500,00.No geral, não tenho dúvidas que esse é o melhor fone intra-auricular nessa faixa de preços. Para quem não precisa de graves muito fortes, para uso cotidiano, academia, corrida de rua, eu recomendo!"
fones de ouvido sem fio,"PHILIPS Fone de ouvido sem fio TWS bluetooth com microfone, formato em haste, IPX4 e energia para 18 horas totais na cor branca TAT2206WT/00, padrão",https://www.amazon.com.br/dp/B094NZWK8V,"Comprei um pra mim e outro pra minha mãe. Ela não utiliza tanto quanto eu, mas ela gostou bastante. Eu, ao contrário, no início não curti tanto e acabei achando ruim, confesso. E alguns comentários me desanimaram tbm. Estou há um mês com ele e estava utilizando o Spotify, mas aí esse mês eu testei no Deezer, um streaming que eu já havia utilizado antes e que me pareceu muito bom e que eu só não consegui utilizar porque a campanha/propaganda do Spotify é muuuito forte kk e se torna DIFÍCIL de abandonar o serviço de streaming. E o Deezer me parecia esquisito, mas a qualidade do Spotify é muito baixa, o que faz a do Deezer muito melhor e assim mostrando a qualidade do fone! Então, sim, é um bom fone. Vai depender sim da qualidade do teu streaming pro som não sair estourado e ruim. Tinha até pesquisado e o que os sites falam é que sim, a qualidade do Spotify é inferior comparada a outros serviços que não tem tantos usuários quanto ele.Pra quem não liga muito pra nomes, aqui vai algumas dicas de onde o fone toca melhor ou pra qualidade ficar melhor, dica 1: independente do streaming, aumentem a qualidade do áudio nas configurações, isso melhora um pouco no Spotify (quando tu é premium, claro), mas ainda se torna inútil para o que o fone pode oferecer. Fica bom? Fica, mas ele não vai fazer milagre por ti.Dica 2: Deezer, como eu havia comentado e o Amazon Music. Dizem que o TIDAL também é bem bom, mas é bem mais carinho e aí eu não testei. Então, entre o Deezer e Amazon Music,  que são mais acessíveis, eu curti mais a Amazon porque tem uma qualidade MUITO boa, aí se torna melhor que o Deezer, mas também não é uma diferença gritante. Os preços são quase iguais, mas a Amazon não tem plano de estudante, então o Deezer, que não muda muito, tem e aí pra quem é universitário fica mais acessível e ainda sim é muito, muito bom.É isto. Notinha 4 porque odeio fone com borrachinha e o microfone não é lá grandes coisas também."
fones de ouvido sem fio,"PHILIPS Fone de ouvido sem fio TWS bluetooth com microfone, formato em haste, IPX4 e energia para 18 horas totais na cor branca TAT2206WT/00, padrão",https://www.amazon.com.br/dp/B094NZWK8V,"O fone TWS bluetooth é uma ótima opção para quem não quer gastar muito com fones bluetooth. Eu estou usando o meu a alguns meses e estou adorando. Ele carrega bem rápido e a carga dura bem.🔊A qualidade de som é bastante boa. Obviamente não vai ser a mesma qualidade que um fone profissional, mas é mais que suficiente para quem não é musicófilo, bem balanceado e isola o som moderadamente.🌐O bluetooth funciona a uma boa distância. Se eu deixo meu celular num cômodo e vou até a cozinha ele continua funcionando bem, porém um pouco mais longe ele desconecta. (O QUE EH TOTALMENTE NORMAL!) Mas quando volto para o meu quarto, ele se conecta sozinho novamente. Não tive problema nenhum de conexão como o pessoal falou, uso no meu iphone, computador e tablet.👂Ele se encaixa super bem na minha orelha (que é super pequena) e é relativamente confortável. Já usei melhores, mas esse não me incomoda; eu passo o dia inteiro usando ele❌O botão do fone é um pouco difícil de usar pq é muito pequeno, mas pela diferença de preço por um de toque, vale muito a pena! Acho um pouco chato ter que usar os dois fones para sincronizar e o manual que veio é criptico! Então estou indo na intuição mesmo.⭐️Conclusão: pelo preço e pela cor vale muito a pena e não estou sentindo falta de usar um mais caro. Se você não é fresco com qualidade de som, vai gostar bastante."
