,pesquisa,titulo,link,comentario,comentario_ingles
75,caixa de som portatil,Caixa Caixinha De Som Bluetooth Pendrive Sd Portátil 20w,https://produto.mercadolivre.com.br/MLB-2705051548-caixa-caixinha-de-som-bluetooth-pendrive-sd-portatil-20w-_JM#position=23&search_layout=grid&type=item&tracking_id=1aaa9b30-6a36-4ecf-84f4-25a090cfa941,Foi presente!.,it was a gift
76,caixa de som portatil,Caixinha De Som Portátil Bluetooth Fm Mp3 Cartão Sd Pendrive,https://produto.mercadolivre.com.br/MLB-2670911706-caixinha-de-som-portatil-bluetooth-fm-mp3-carto-sd-pendrive-_JM#position=32&search_layout=grid&type=item&tracking_id=1aaa9b30-6a36-4ecf-84f4-25a090cfa941,Melhor do que esperado.,better than expected
77,caixa de som portatil,Caixa De Som Bluetooth 40w Charge 5 À Prova D'água Preto Jbl,https://produto.mercadolivre.com.br/MLB-1892281041-caixa-de-som-bluetooth-40w-charge-5-prova-dagua-preto-jbl-_JM#position=50&search_layout=grid&type=item&tracking_id=1aaa9b30-6a36-4ecf-84f4-25a090cfa941,"Essa podem comprar.
Som de qualidade mesmo!!??.","this one you can buy
really quality sound"
78,caixa de som portatil,Colar Femino Ponto De Luz Prata 925 + Caixinha Presente,https://produto.mercadolivre.com.br/MLB-2220644359-colar-femino-ponto-de-luz-prata-925-caixinha-presente-_JM#position=2&search_layout=grid&type=item&tracking_id=08d61f6d-8e6d-4789-bf44-6c4182c63459,Mt lindo valeu a pena.,beautiful mt was worth it
79,caixa de som portatil,Caixa De Som Bluetooth Led Com Led Radio Fm Media Portatil,https://produto.mercadolivre.com.br/MLB-1531231043-caixa-de-som-bluetooth-led-com-led-radio-fm-media-portatil-_JM#position=29&search_layout=grid&type=item&tracking_id=1aaa9b30-6a36-4ecf-84f4-25a090cfa941,"Otimo produto nada reclamar , otimo e cabe no bolso pode comprar sem medo.",great product nothing complain  great and fits in the pocket can buy without fear
80,calca jeans,Calça Masculina Jeans Rasgada Premium Skinny Lycra Promoção,https://produto.mercadolivre.com.br/MLB-1225113301-calca-masculina-jeans-rasgada-premium-skinny-lycra-promoco-_JM#position=20&search_layout=grid&type=item&tracking_id=aad5d29c-3cdc-4051-a63c-b652b21d48e3,"Fiel ao tamanho tenho 1,78 de altura peso 85kg e o tamanho 42 vestiu certinho, nem precisou ajustar !!.",true to size i am 178 in height weight 85kg and size 42 wore right did not even need to adjust 
81,calca jeans,Kit 3 Calça Jeans Masculina Slim Fit Lycra Direto Da Fabrica,https://produto.mercadolivre.com.br/MLB-1972946124-kit-3-calca-jeans-masculina-slim-fit-lycra-direto-da-fabrica-_JM?searchVariation=93480730767#searchVariation=93480730767&position=2&search_layout=grid&type=item&tracking_id=aad5d29c-3cdc-4051-a63c-b652b21d48e3,Meu marido adorouu.,my husband loved it
82,calca jeans,Kit 3 Calça Jeans Masculina Slim Fit Lycra Direto Da Fabrica,https://produto.mercadolivre.com.br/MLB-1972946124-kit-3-calca-jeans-masculina-slim-fit-lycra-direto-da-fabrica-_JM?searchVariation=93480730767#searchVariation=93480730767&position=2&search_layout=grid&type=item&tracking_id=aad5d29c-3cdc-4051-a63c-b652b21d48e3,Material muito fino.,very thin material
83,calca jeans,Calça Para Trabalho Masculina Tradicional Barata  Promoção,https://produto.mercadolivre.com.br/MLB-1959364326-calca-para-trabalho-masculina-tradicional-barata-promoco-_JM#position=11&search_layout=grid&type=item&tracking_id=aad5d29c-3cdc-4051-a63c-b652b21d48e3,"Calca boa para trabalho, compraria novamente!.",good pants for work would buy again
84,calca jeans,Kit Com 3 Calça Jeans Masculina Promoção Direto Da Fabrica,https://produto.mercadolivre.com.br/MLB-2167519473-kit-com-3-calca-jeans-masculina-promoco-direto-da-fabrica-_JM#position=45&search_layout=grid&type=item&tracking_id=aad5d29c-3cdc-4051-a63c-b652b21d48e3,"Perfeito, conforme anunciado.",perfect as advertised
85,calca jeans,Kit 2 Calças Jeans Masculina Plus Size Lycra Atacado 48 A 56,https://produto.mercadolivre.com.br/MLB-2033536639-kit-2-calcas-jeans-masculina-plus-size-lycra-atacado-48-a-56-_JM?searchVariation=173709226546#searchVariation=173709226546&position=46&search_layout=grid&type=item&tracking_id=aad5d29c-3cdc-4051-a63c-b652b21d48e3,Maravilhoso comprarei mais concerteza.,wonderful ill buy more certainty
86,calca jeans,Calça Masculina Jeans Rasgada Premium Skinny Lycra Promoção,https://produto.mercadolivre.com.br/MLB-1225113301-calca-masculina-jeans-rasgada-premium-skinny-lycra-promoco-_JM#position=20&search_layout=grid&type=item&tracking_id=aad5d29c-3cdc-4051-a63c-b652b21d48e3,"Super recomento o produto!.
Super recomento o produto!.","i highly recommend the product
i highly recommend the product"
87,calca jeans,Kit 3 Calça Jeans Masculina Tradicional  Original - Sortidas,https://produto.mercadolivre.com.br/MLB-1778420486-kit-3-calca-jeans-masculina-tradicional-original-sortidas-_JM#position=53&search_layout=grid&type=item&tracking_id=aad5d29c-3cdc-4051-a63c-b652b21d48e3,O produto e muito bom e primeira linha qualidade.,the product is very good and first line quality
88,calca jeans,Kit 2 Calças Jeans Masculina Plus Size Lycra Atacado 48 A 56,https://produto.mercadolivre.com.br/MLB-2033536639-kit-2-calcas-jeans-masculina-plus-size-lycra-atacado-48-a-56-_JM?searchVariation=173709226546#searchVariation=173709226546&position=46&search_layout=grid&type=item&tracking_id=aad5d29c-3cdc-4051-a63c-b652b21d48e3,Muito bom.,very good
89,calca jeans,Calça Jeans Feminina Plus Size Skinny Cós Alto C/ Lycra 2021,https://produto.mercadolivre.com.br/MLB-1799741307-calca-jeans-feminina-plus-size-skinny-cos-alto-c-lycra-2021-_JM#position=25&search_layout=grid&type=item&tracking_id=aad5d29c-3cdc-4051-a63c-b652b21d48e3,Super satisfeita.,super satisfied
90,calca jeans,Kit 3 Calça Jeans Masculina Tradicional  Original - Sortidas,https://produto.mercadolivre.com.br/MLB-1778420486-kit-3-calca-jeans-masculina-tradicional-original-sortidas-_JM#position=53&search_layout=grid&type=item&tracking_id=aad5d29c-3cdc-4051-a63c-b652b21d48e3,"Muito boa, bem acabada, gostei muito.",very good well finished i liked it very much
91,calca jeans,Calças Jogger Jeans Camuflada Masculina Com Punho Elástico,https://produto.mercadolivre.com.br/MLB-2135785643-calcas-jogger-jeans-camuflada-masculina-com-punho-elastico-_JM?searchVariation=174670391640#searchVariation=174670391640&position=13&search_layout=grid&type=item&tracking_id=aad5d29c-3cdc-4051-a63c-b652b21d48e3,Fico perfeito do jeito q eu queria.,i look perfect the way i wanted to
92,camera digital,12mp 1080p Trilha E Jogo Câmera Movimento Caça +brinde,https://produto.mercadolivre.com.br/MLB-2636245766-12mp-1080p-trilha-e-jogo-cmera-movimento-caca-brinde-_JM#position=42&search_layout=grid&type=item&tracking_id=520eee1f-4b38-425c-bbd1-ac2c8b36b0c0,Muito boa gostei.,very good i like it
93,camera digital,"Relógio Inteligente Infantil Com Sos Rastreador, Câmera, Gps",https://produto.mercadolivre.com.br/MLB-2828923449-relogio-inteligente-infantil-com-sos-rastreador-cmera-gps-_JM#position=52&search_layout=stack&type=item&tracking_id=40f5ebc7-fb10-40cc-8675-f0e21b938253,Um pouco complicado para ajustar.,a little tricky to adjust
94,camera digital,"Relógio Inteligente Infantil Com Sos Rastreador, Câmera, Gps",https://produto.mercadolivre.com.br/MLB-2828923449-relogio-inteligente-infantil-com-sos-rastreador-cmera-gps-_JM#position=52&search_layout=stack&type=item&tracking_id=40f5ebc7-fb10-40cc-8675-f0e21b938253,Meu filho gostou muito.,my son liked it very much
95,camera digital,Câmera De Trilha Caça Trap Noturna Ceva Foto E Vídeo,https://produto.mercadolivre.com.br/MLB-2676292589-cmera-de-trilha-caca-trap-noturna-ceva-foto-e-video-_JM#position=33&search_layout=grid&type=item&tracking_id=520eee1f-4b38-425c-bbd1-ac2c8b36b0c0,"Excelente produto, estou muito satisfeito.",excellent product i am very satisfied
96,camera digital,"Relógio Inteligente Infantil Com Sos Rastreador, Câmera, Gps",https://produto.mercadolivre.com.br/MLB-2828923449-relogio-inteligente-infantil-com-sos-rastreador-cmera-gps-_JM#position=52&search_layout=stack&type=item&tracking_id=40f5ebc7-fb10-40cc-8675-f0e21b938253,Infelizmente tem q ter plano controle de telefonia pra funcionar.,unfortunately you have to have a phone control plan to work
97,camera digital,"Câmera De Trilha Visão Noturna, Observação, Caça, Lançamento",https://produto.mercadolivre.com.br/MLB-2786457426-cmera-de-trilha-viso-noturna-observaco-caca-lancamento-_JM#position=30&search_layout=grid&type=item&tracking_id=520eee1f-4b38-425c-bbd1-ac2c8b36b0c0,Achei muito bom pelo custo.,i thought it was very good for the cost
98,camera digital,Câmera Filmadora Tomate 4k Full Hd Mt-1090 Wifi Controle,https://produto.mercadolivre.com.br/MLB-2936349670-cmera-filmadora-tomate-4k-full-hd-mt-1090-wifi-controle-_JM#position=38&search_layout=grid&type=item&tracking_id=520eee1f-4b38-425c-bbd1-ac2c8b36b0c0,Atendeu minhas expectativas.,it met my expectations
99,camera digital,"Relógio Inteligente Infantil Com Sos Rastreador, Câmera, Gps",https://produto.mercadolivre.com.br/MLB-2828923449-relogio-inteligente-infantil-com-sos-rastreador-cmera-gps-_JM#position=52&search_layout=stack&type=item&tracking_id=40f5ebc7-fb10-40cc-8675-f0e21b938253,Bom produto.,good product
100,camera digital,Filmadora Infantil Com Cartão De Memória Sd Tira Foto Vídeo,https://produto.mercadolivre.com.br/MLB-3037644279-filmadora-infantil-com-carto-de-memoria-sd-tira-foto-video-_JM#position=28&search_layout=grid&type=item&tracking_id=520eee1f-4b38-425c-bbd1-ac2c8b36b0c0,"Sensacional. Leve, parece um brinquedo. Atende pela proposta.",lightweight looks like a toy comply with the proposal
101,camera digital,Canon Eos R Corpo + Adaptador Para Lentes Ef / Ef-s Nota Fiscal,https://produto.mercadolivre.com.br/MLB-1297126891-canon-eos-r-corpo-adaptador-para-lentes-ef-ef-s-nota-fiscal-_JM#position=50&search_layout=grid&type=item&tracking_id=520eee1f-4b38-425c-bbd1-ac2c8b36b0c0,Camera maravilhosa! amei de mais.,wonderful camera i loved it so much
102,camera digital,Câmera Caça Noturna Trilha Hc-801a Bateria 5000mah+cartão32g,https://produto.mercadolivre.com.br/MLB-2717235618-cmera-caca-noturna-trilha-hc-801a-bateria-5000mahcarto32g-_JM#position=35&search_layout=grid&type=item&tracking_id=520eee1f-4b38-425c-bbd1-ac2c8b36b0c0,Excelente fiquei satisfeito.,excellent i was pleased
103,camera digital,Câmera De Trilha Caça Camping Visão Noturna Hd + Cartão 32g,https://produto.mercadolivre.com.br/MLB-2713116701-cmera-de-trilha-caca-camping-viso-noturna-hd-carto-32g-_JM#position=31&search_layout=grid&type=item&tracking_id=520eee1f-4b38-425c-bbd1-ac2c8b36b0c0,Produto bom.,good product
104,camiseta basica,Kit Com 10 Camisas Polo Masculina Do P Ao Gg Cores Variadas,https://produto.mercadolivre.com.br/MLB-2623534775-kit-com-10-camisas-polo-masculina-do-p-ao-gg-cores-variadas-_JM#position=49&search_layout=grid&type=item&tracking_id=60f760ab-bc9a-4981-a7ab-99e89811740f,Gostei demais das camisas que eu comprei.,i loved the shirts i bought
105,camiseta basica,Camisas Gola Polo Masculinas De Ótima Qualidade,https://produto.mercadolivre.com.br/MLB-1755052715-camisas-gola-polo-masculinas-de-otima-qualidade-_JM#position=34&search_layout=grid&type=item&tracking_id=60f760ab-bc9a-4981-a7ab-99e89811740f,Excelente produto.,excellent product
106,camiseta basica,Kit 5 Camisas Camisetas Gola Pólo Masculina Atacado 2022,https://produto.mercadolivre.com.br/MLB-2616161425-kit-5-camisas-camisetas-gola-polo-masculina-atacado-2022-_JM#position=45&search_layout=grid&type=item&tracking_id=60f760ab-bc9a-4981-a7ab-99e89811740f,Eu gostei sim.,i liked it
107,camiseta basica,Kit 5 Camisas Camisetas Gola Pólo Masculina Atacado 2018,https://produto.mercadolivre.com.br/MLB-1132000686-kit-5-camisas-camisetas-gola-polo-masculina-atacado-2018-_JM#position=27&search_layout=grid&type=item&tracking_id=60f760ab-bc9a-4981-a7ab-99e89811740f,Muito bom. O. Produto.,very good
108,camiseta basica,Camiseta Masculina Algodão Básica Camisa Atacado 30.1 Lisa,https://produto.mercadolivre.com.br/MLB-1666403044-camiseta-masculina-algodo-basica-camisa-atacado-301-lisa-_JM#position=4&search_layout=grid&type=item&tracking_id=a401ed17-8e3c-4a21-a140-152ca5612b24,Muito bom!!!em breve comparei mais.,very goodsoon compared more
109,camiseta basica,Kit 3 Camisas Polo Masculinas G1 Ao G6 Atacado,https://produto.mercadolivre.com.br/MLB-2837335081-kit-3-camisas-polo-masculinas-g1-ao-g6-atacado-_JM#position=52&search_layout=grid&type=item&tracking_id=60f760ab-bc9a-4981-a7ab-99e89811740f,"Excelente, super recomendo.",excellent highly recommend
110,camiseta basica,5 Camiseta Masculina Camisas Slim Voker 100% Algodão Atacado,https://produto.mercadolivre.com.br/MLB-1470879293-5-camiseta-masculina-camisas-slim-voker-100-algodo-atacado-_JM#position=33&search_layout=grid&type=item&tracking_id=60f760ab-bc9a-4981-a7ab-99e89811740f,"Exelente, super recomendo. Meu filho gostou muito.",excellent highly recommend my son liked it very much
111,camiseta basica,Kit 10 Camisas Polo Vira Lata Wear Original,https://produto.mercadolivre.com.br/MLB-1421647571-kit-10-camisas-polo-vira-lata-wear-original-_JM#position=29&search_layout=grid&type=item&tracking_id=60f760ab-bc9a-4981-a7ab-99e89811740f,"Produto bom , veio umas camisas descosturadas.",good product came some unsewn shirts
112,camiseta basica,Kit 2 Camisetas Masculina Manga Longa Algodão Premium,https://produto.mercadolivre.com.br/MLB-2757405672-kit-2-camisetas-masculina-manga-longa-algodo-premium-_JM#position=49&search_layout=grid&type=item&tracking_id=a401ed17-8e3c-4a21-a140-152ca5612b24,Produto de excelente qualidade.,excellent product quality
113,camiseta basica,Camisetas Infantil Branca Básica Lisa Tam 2 Ao 16,https://produto.mercadolivre.com.br/MLB-1219156475-camisetas-infantil-branca-basica-lisa-tam-2-ao-16-_JM#position=50&search_layout=grid&type=item&tracking_id=a401ed17-8e3c-4a21-a140-152ca5612b24,Camiseta escolheu muito na primeira lavagem.,tshirt chose a lot in the first wash
114,camiseta basica,Kit 5 Camisetas Masculinas Básicas Lisa Poliéster Premium,https://produto.mercadolivre.com.br/MLB-2611803985-kit-5-camisetas-masculinas-basicas-lisa-poliester-premium-_JM#position=48&search_layout=grid&type=item&tracking_id=a401ed17-8e3c-4a21-a140-152ca5612b24,Eu achei o produto muito bom.,i found the product very good
115,camiseta basica,5 Camiseta Masculina Camisas Slim Voker 100% Algodão Atacado,https://produto.mercadolivre.com.br/MLB-1470879293-5-camiseta-masculina-camisas-slim-voker-100-algodo-atacado-_JM#position=33&search_layout=grid&type=item&tracking_id=60f760ab-bc9a-4981-a7ab-99e89811740f,Ficou grande.,it got big
116,chapinha de cabelo,Chapinha Profissional Taiff Cerâmica 180c - Bivolt,https://produto.mercadolivre.com.br/MLB-1632215591-chapinha-profissional-taiff-cermica-180c-bivolt-_JM#position=37&search_layout=grid&type=item&tracking_id=94eb82d3-f8a1-4ed3-a25e-85945dc4637c,"Muito bom,super recomendo.",very good i highly recommend it
117,chapinha de cabelo,Chapinha Profissional Taiff Cerâmica 180c - Bivolt,https://produto.mercadolivre.com.br/MLB-1632215591-chapinha-profissional-taiff-cermica-180c-bivolt-_JM#position=37&search_layout=grid&type=item&tracking_id=94eb82d3-f8a1-4ed3-a25e-85945dc4637c,Foi sensacional!.,it was beautiful
118,chapinha de cabelo,Cabo Giratorio Para Chapinha Nano Titanium,https://produto.mercadolivre.com.br/MLB-700622731-cabo-giratorio-para-chapinha-nano-titanium-_JM#position=40&search_layout=grid&type=item&tracking_id=94eb82d3-f8a1-4ed3-a25e-85945dc4637c,Cabo subriu minha necessidade.,corporal overcame my need
119,chapinha de cabelo,Cabo Giratorio Para Chapinha Nano Titanium,https://produto.mercadolivre.com.br/MLB-700622731-cabo-giratorio-para-chapinha-nano-titanium-_JM#position=40&search_layout=grid&type=item&tracking_id=94eb82d3-f8a1-4ed3-a25e-85945dc4637c,"Produto bom , gostei muito.",good product i liked it very much
120,chapinha de cabelo,Cabo Giratorio Para Chapinha Nano Titanium,https://produto.mercadolivre.com.br/MLB-700622731-cabo-giratorio-para-chapinha-nano-titanium-_JM#position=40&search_layout=grid&type=item&tracking_id=94eb82d3-f8a1-4ed3-a25e-85945dc4637c,"Super bacana de boa qualidade.
Recomendo.","super cool good quality
recommend"
121,chapinha de cabelo,Cabo Giratório Para Chapinha Nano Titanium,https://produto.mercadolivre.com.br/MLB-2689760854-cabo-giratorio-para-chapinha-nano-titanium-_JM#position=39&search_layout=grid&type=item&tracking_id=94eb82d3-f8a1-4ed3-a25e-85945dc4637c,Muito bom.,very good
122,chapinha de cabelo,Cabo Giratorio Para Chapinha Nano Titanium,https://produto.mercadolivre.com.br/MLB-700622731-cabo-giratorio-para-chapinha-nano-titanium-_JM#position=40&search_layout=grid&type=item&tracking_id=94eb82d3-f8a1-4ed3-a25e-85945dc4637c,Atendeu minas necessidades.,served mines needs
123,chapinha de cabelo,Chapinha Profissional Mondial P-20 220º Golden Rose Bivolt,https://produto.mercadolivre.com.br/MLB-1523025313-chapinha-profissional-mondial-p-20-220-golden-rose-bivolt-_JM#position=54&search_layout=grid&type=item&tracking_id=94eb82d3-f8a1-4ed3-a25e-85945dc4637c,"Produto de otimo custo beneficio, alisa super bem. Gostei muito.",product of great cost benefit smoothes super well i liked it a lot
124,chapinha de cabelo,Chapinha Profissional Mondial P-20 220º Golden Rose Bivolt,https://produto.mercadolivre.com.br/MLB-1523025313-chapinha-profissional-mondial-p-20-220-golden-rose-bivolt-_JM#position=54&search_layout=grid&type=item&tracking_id=94eb82d3-f8a1-4ed3-a25e-85945dc4637c,Gostei bastante da chapinha! leve! esquenta super bem! satisfeita!.,i really liked the flat iron light heats up super well satisfied
125,chapinha de cabelo,Chapinha Profissional Mondial P-20 220º Golden Rose Bivolt,https://produto.mercadolivre.com.br/MLB-1523025313-chapinha-profissional-mondial-p-20-220-golden-rose-bivolt-_JM#position=54&search_layout=grid&type=item&tracking_id=94eb82d3-f8a1-4ed3-a25e-85945dc4637c,"Muito boa, esquenta bastante amei.",very good it warms up a lot loved
126,chapinha de cabelo,Chapinha 450°g Nano Titânio Melhor Pra Fazer Progressiva,https://produto.mercadolivre.com.br/MLB-1859389642-chapinha-450g-nano-titnio-melhor-pra-fazer-progressiva-_JM#position=53&search_layout=grid&type=item&tracking_id=94eb82d3-f8a1-4ed3-a25e-85945dc4637c,Eu achei maravilhosa.,i thought it was wonderful
127,console de videogame,Nintendo Switch Oled 64gb 1x Joy-con Branco Standard,https://produto.mercadolivre.com.br/MLB-3474001256-nintendo-switch-oled-64gb-1x-joy-con-branco-standard-_JM#position=39&search_layout=grid&type=item&tracking_id=56de80ee-d4d5-4435-82b0-c5c14ba6f313,"Caro, mas muito bom.",expensive but very good
128,console de videogame,Teclado Gamer Mecânico Blue Switch Led Rgb Usb Pc Ps4 Xbox,https://produto.mercadolivre.com.br/MLB-2652000910-teclado-gamer-mecnico-blue-switch-led-rgb-usb-pc-ps4-xbox-_JM#position=38&search_layout=grid&type=item&tracking_id=3460296d-2f77-465c-a6eb-55f84696464c,"Bem louco, bacana.",pretty crazy cool
129,console de videogame,Teclado Gamer Mecânico Blue Switch Led Rgb Usb Pc Ps4 Xbox,https://produto.mercadolivre.com.br/MLB-2652000910-teclado-gamer-mecnico-blue-switch-led-rgb-usb-pc-ps4-xbox-_JM#position=38&search_layout=grid&type=item&tracking_id=3460296d-2f77-465c-a6eb-55f84696464c,Excelete. Foi um pedido do meu filho e ele adorou.,it was a request from my son and he loved it
130,console de videogame,Nintendo Switch Oled 64gb 1x Joy-con Branco Standard,https://produto.mercadolivre.com.br/MLB-3474001256-nintendo-switch-oled-64gb-1x-joy-con-branco-standard-_JM#position=39&search_layout=grid&type=item&tracking_id=56de80ee-d4d5-4435-82b0-c5c14ba6f313,O produto atende o anunciado. Muito bom!.,the product meets the advertised very good
131,console de videogame,Teclado Gamer Mecânico Blue Switch Led Rgb Usb Pc Ps4 Xbox,https://produto.mercadolivre.com.br/MLB-2652000910-teclado-gamer-mecnico-blue-switch-led-rgb-usb-pc-ps4-xbox-_JM#position=38&search_layout=grid&type=item&tracking_id=3460296d-2f77-465c-a6eb-55f84696464c,Vale a pena.,it’s worth it
132,console de videogame,Teclado Gamer Mecânico Blue Switch Led Rgb Usb Pc Ps4 Xbox,https://produto.mercadolivre.com.br/MLB-2652000910-teclado-gamer-mecnico-blue-switch-led-rgb-usb-pc-ps4-xbox-_JM#position=38&search_layout=grid&type=item&tracking_id=3460296d-2f77-465c-a6eb-55f84696464c,Parece que falha algumas teclas.,looks like it misses a few keys
133,console de videogame,Console Nintendo Switch Oled 64gb - Branco,https://produto.mercadolivre.com.br/MLB-3151781502-console-nintendo-switch-oled-64gb-branco-_JM#position=49&search_layout=grid&type=item&tracking_id=56de80ee-d4d5-4435-82b0-c5c14ba6f313,"Funciona muito bem , valeu cara centavo.",it works great  it was worth a penny
134,console de videogame,Teclado Gamer Mecânico Blue Switch Led Rgb Usb Pc Ps4 Xbox,https://produto.mercadolivre.com.br/MLB-2652000910-teclado-gamer-mecnico-blue-switch-led-rgb-usb-pc-ps4-xbox-_JM#position=38&search_layout=grid&type=item&tracking_id=3460296d-2f77-465c-a6eb-55f84696464c,Produto lindo e funcionando perfeitamente.,beautiful product and working perfectly
135,console de videogame,Teclado Gamer Mecânico Blue Switch Led Rgb Usb Pc Ps4 Xbox,https://produto.mercadolivre.com.br/MLB-2652000910-teclado-gamer-mecnico-blue-switch-led-rgb-usb-pc-ps4-xbox-_JM#position=38&search_layout=grid&type=item&tracking_id=3460296d-2f77-465c-a6eb-55f84696464c,Muito bom !!.,really nice
136,console de videogame,Teclado Gamer Mecânico Blue Switch Led Rgb Usb Pc Ps4 Xbox,https://produto.mercadolivre.com.br/MLB-2652000910-teclado-gamer-mecnico-blue-switch-led-rgb-usb-pc-ps4-xbox-_JM#position=38&search_layout=grid&type=item&tracking_id=3460296d-2f77-465c-a6eb-55f84696464c,"Produto do jeito que imaginei, muito obg.",product the way i imagined very obg
137,console de videogame,Console Nintendo Switch Oled 64gb - Branco,https://produto.mercadolivre.com.br/MLB-3151781502-console-nintendo-switch-oled-64gb-branco-_JM#position=49&search_layout=grid&type=item&tracking_id=56de80ee-d4d5-4435-82b0-c5c14ba6f313,Bom produto nota 10.,good product note 10
138,disco,Ssd 240gb A400 Kingston Disco Sólido Interno Nova Versão,https://produto.mercadolivre.com.br/MLB-2770628841-ssd-240gb-a400-kingston-disco-solido-interno-nova-verso-_JM#position=38&search_layout=grid&type=item&tracking_id=00a23073-4af0-4e1b-a023-3b5f03158f1e,Produto excelente e de qualidade.,excellent and quality product
139,disco,Ssd 960gb Kingston Disco Sólido Interno Nova Versão X10 Fast,https://produto.mercadolivre.com.br/MLB-2816623042-ssd-960gb-kingston-disco-solido-interno-nova-verso-x10-fast-_JM#position=46&search_layout=grid&type=item&tracking_id=00a23073-4af0-4e1b-a023-3b5f03158f1e,Muito bom o ssd funcionando no meu ps4 fat perfeitamente.,very good ssd working on my fat ps4 perfectly
140,disco,Ssd 480gb Kingston Disco Sólido Interno - Nova Versão X10,https://produto.mercadolivre.com.br/MLB-2758213118-ssd-480gb-kingston-disco-solido-interno-nova-verso-x10-_JM#position=34&search_layout=grid&type=item&tracking_id=00a23073-4af0-4e1b-a023-3b5f03158f1e,"Estou testando, por enquanto tudo ok.",im testing for now everything ok
141,disco,Ssd 480gb Kingston Disco Sólido Interno - Nova Versão X10,https://produto.mercadolivre.com.br/MLB-2758213118-ssd-480gb-kingston-disco-solido-interno-nova-verso-x10-_JM#position=34&search_layout=grid&type=item&tracking_id=00a23073-4af0-4e1b-a023-3b5f03158f1e,"Produto muito bom, recomendo!.",very good product i recommend it
142,disco,Ssd 480gb Kingston Disco Sólido Interno - Nova Versão X10,https://produto.mercadolivre.com.br/MLB-2758213118-ssd-480gb-kingston-disco-solido-interno-nova-verso-x10-_JM#position=34&search_layout=grid&type=item&tracking_id=00a23073-4af0-4e1b-a023-3b5f03158f1e,Excelente produto.,excellent product
143,disco,Ssd 240gb A400 Kingston Disco Sólido Interno Nova Versão,https://produto.mercadolivre.com.br/MLB-2770628841-ssd-240gb-a400-kingston-disco-solido-interno-nova-verso-_JM#position=38&search_layout=grid&type=item&tracking_id=00a23073-4af0-4e1b-a023-3b5f03158f1e,"Produto muito bom, perfeito funcionamento.",very good product perfect operation
144,disco,Ssd 240gb A400 Kingston Disco Sólido Interno Nova Versão,https://produto.mercadolivre.com.br/MLB-2770628841-ssd-240gb-a400-kingston-disco-solido-interno-nova-verso-_JM#position=38&search_layout=grid&type=item&tracking_id=00a23073-4af0-4e1b-a023-3b5f03158f1e,"Bom, recomendo. Instalado e funcionando perfeitamente.",well i recommend it installed and working perfectly
145,disco,Ssd 240gb A400 Kingston Disco Sólido Interno Nova Versão,https://produto.mercadolivre.com.br/MLB-2770628841-ssd-240gb-a400-kingston-disco-solido-interno-nova-verso-_JM#position=38&search_layout=grid&type=item&tracking_id=00a23073-4af0-4e1b-a023-3b5f03158f1e,Muito bom agradecido.,thank you very much
146,disco,Ssd 240gb A400 Kingston Disco Sólido Interno Nova Versão,https://produto.mercadolivre.com.br/MLB-2770628841-ssd-240gb-a400-kingston-disco-solido-interno-nova-verso-_JM#position=38&search_layout=grid&type=item&tracking_id=00a23073-4af0-4e1b-a023-3b5f03158f1e,"Excelente produto, original, funcionou perfeitamente. Aprovado!.",excellent product original worked perfectly approved
147,disco,Ssd 480gb Kingston Disco Sólido Interno - Nova Versão X10,https://produto.mercadolivre.com.br/MLB-2758213118-ssd-480gb-kingston-disco-solido-interno-nova-verso-x10-_JM#position=34&search_layout=grid&type=item&tracking_id=00a23073-4af0-4e1b-a023-3b5f03158f1e,"Muito bom, funcionou perfeitamente.",very good it worked perfectly
148,disco,Ssd 480gb Kingston Disco Sólido Interno - Nova Versão X10,https://produto.mercadolivre.com.br/MLB-2758213118-ssd-480gb-kingston-disco-solido-interno-nova-verso-x10-_JM#position=34&search_layout=grid&type=item&tracking_id=00a23073-4af0-4e1b-a023-3b5f03158f1e,"Produto maravilhoso e original!.
Comprem sem medo,super indico a loja.","wonderful and original product
buy without fear i highly recommend the store"
149,disco,Disco Sólido Interno Ssd 120gb 2.5 Sata,https://produto.mercadolivre.com.br/MLB-2678648875-disco-solido-interno-ssd-120gb-25-sata-_JM#position=36&search_layout=grid&type=item&tracking_id=00a23073-4af0-4e1b-a023-3b5f03158f1e,Produto de qualidade o pc inicia com mais rapidez.,quality product pc starts faster
150,drone,Drone Pofissional L900 Pro Se 4k Gps 2 Baterias Bag + Nf-e,https://produto.mercadolivre.com.br/MLB-3240080133-drone-pofissional-l900-pro-se-4k-gps-2-baterias-bag-nf-e-_JM#position=51&search_layout=grid&type=item&tracking_id=39633c18-e68c-4202-a9ef-a1a4c582e976,Produto cumpre o que informa.,product complies with what it informs
151,drone,Mini Drone Profissional 4k Câmera Dupla 2 Baterias E 99 Pro2,https://produto.mercadolivre.com.br/MLB-2841923254-mini-drone-profissional-4k-cmera-dupla-2-baterias-e-99-pro2-_JM?searchVariation=175439358854#searchVariation=175439358854&position=35&search_layout=grid&type=item&tracking_id=39633c18-e68c-4202-a9ef-a1a4c582e976,"Produto bom, mas nao consigo estabelecer uma conexao via wifi para utilizar a camera no meu celular.",good product but i cant establish a wifi connection to use the camera on my phone
