,pesquisa,titulo,link,comentario,comentario_ingles
105,camera digital,Câmera Digital Lumix DMC-ZS80 Panasonic Preta,https://www.amazon.com.br/dp/B07NQFLLT4,"I was looking for a camera for an upcoming trip to South America. Although my iPhone 13 Pro takes great photos, it has limited telephoto capabilities, so I decided to buy a ""real"" camera instead, one that was both compact in size but had good optical zoom.After considering both the Panasonic Lumix ZS80 and very similar Nikon Coolpix A1000, I decided to order the Lumix. After playing with it for a couple of days, I decided to return it, primarily for two reasons:1. The fonts on the screen and camera controls are very small, and hard for me to read without reading glasses, which I don't plan to wear outside. That might have become less of an issue after I became more familiar with the camera, but I didn't want to have to struggle with it on my upcoming trip. Note that reading the fonts was not a problem when using the viewfinder rather than the touchscreen.2. The feature that allows you to automatically transfer photos from the camera to your phone using the Panasonic app was pretty quirky. Even though the camera can connect to the phone via Bluetooth, you have to connect the phone to the camera's WiFi in order to transfer photos.A couple of other observations: there are two manuals, basic and advanced. A printed copy of the basic manual is included, but you have to access the advanced online. Also, the cover over the charging and HDMI ports is very flimsy and seems like it might fall off.I can't evaluate the camera's performance since I didn't use it enough. It appears well built (other than the port cover) and feels comfortable in your hand. It's pretty small, so it should be easy to pack. I also ordered a case, extra battery, battery charger, and memory cards (none come with the camera), but returned everything except the memory card that I opened.Sorry it didn't work out for me, but if your eyes are better than mine, the camera is worth considering.",query length limit exceeded max allowed query  500 chars query length limit exceeded max allowed query  500 chars
106,camera digital,Câmera digital Sony Cyber-shot DSC-H300,https://www.amazon.com.br/dp/B00HTTKSZC,"Update June 20, 2019:My second set of NiMH batteries just went flat after taking photo number 1488. So I am getting on average 744 photos per charge on a set of rechargeable NiMH batteries. That is really good battery performance.The Sony DSC-H300 is a very nice camera for the price. It is not equal to a Rebel SLR or my Fuji, but it costs a fraction of the price of either of those.  For a basic point and shoot camera it has a lot going for it.The user interface is about the same as most digital cameras, so you should be able to figure it out. I had very little trouble with it.The complete operator manual is available by going to sony dot com and digging down through support.The photographs are sharp enough. The colors are a bit more saturated than they are in my other cameras, but that is what I have noticed in Sony cameras that I have owned previously.The autofocus can be a bit tricky, but with practice I am mostly able to make it work. I take a lot of macro photos, and sometimes it does better using the area focus, and sometimes it does better using the spot focus. I try things until it works.I was initially put off by the fact that there is no obvious Macro setting.  I take a lot of macro photographs.  However, the camera does have a macro mode; it sets it automatically, removing the need to remember to put it into macro mode before shooting. So the lack of a menu setting for macros is a benifit rather than a deficiency.I also was initially put off by having to set the exposure correction through the menu system. You have to push the menu button, then click down a few spaces to get to the EV setting. It takes four or five menu clicks.  However, once I had set the EV to something other than zero, pushing the Menu button took me directy to the EV menu, so it became a one-click setting at that point. Clever. In fact the menu does that in general. The menu rembembers where it was and takes you back there when you push the Menu button. That memory is reset when you go in and out of replay mode or turn the camera on/off.The camera uses AA batteries, which is a requirement for me. I have boxes of NiMH rechargeables that I use in all of my cameras, and the DSC-H300 works fine with them.  I shot 646 photographs on one set of fully charged Eneloop 1900 mAh NiMH batteries.  That is not an estimate; I actually took that many photos on one set of batteries. It reports the charge level accurately as well.For connection to a computer, the camera uses a Mini USB 5-pin connector, not to be confused with the older USB mini 4-pin connector, which is larger. I have some older cameras that use a connector that is called a ""Mini USB"", but it is not the same connector as the one that works with this Sony.  The older connector is more accurately referred to as a ""Mini USB 4-pin"" connector.  Fortunately, the camera came with the proper cable, so this was not an immediate issue, but if you need to replace the cable, make sure that you get the ""Mini USB 5-pin"" version.A nice feature is that the backup battery that maintains the settings, such as the clock when the main batteries are out is rechargeable. So if you leave the camera with no batteries in it long enough for the backup battery to go flat, you can simply leave fresh AA batteries in it for a while and the backup battery will recharge.  You don't have to buy a replacement cell to put into the camera.One of my favorite features of this camera is that it allows me to decide whether to connect to a computer using Picture Transfer Protocol (PTP) or USB Mass Storage. PTP is a camera-specific protocal that connects to the computer in a readonly fashion. That makes it very unlikely that I can do something stupid and damage the SD card. In PTP mode, unmounting the card just requires turning off the camera.  If you want to change anything on the card using the computer you have the option to connect to the computer as Mass Storage USB. That protocol gives you full access to the SD card. Just be careful to unmount the card before pulling the plug or turning off the camera or you risk damaging the file system on the card and losing your images. I use PTP because it is simpler and safer.The camera connects properly to USB on Windows 7, Linux Mint 18.1 and Linux Mageia 7 Beta 1. It connects using both USB 2.0 and USB 3.0 ports.Caveat: It is necessary to take off the lens cover before turning on the camera.  When you turn on the camera, the lens moves out slightly, and the lens cap blocks that motion. If you leave the lens cap on, the camera throws an error telling you to turn off the camera and try again. So always take the lens cover off before turning on the camera. An exception to this rule is that you can leave the lens cover on when it is connected to a computer. It does not attempt to move the lens when it is connected to the USB.Here is another tip.  The instruction manual says that to change a menu setting, find and set the new setting, then push the OK button to select it. However, pushing the OK button makes the menu disappear. If you are setting multiple items in the menu, it is annoying to go back into the menu for each item.  However, you can set multiple items easily. To set multiple items, select the desired item and setting, then push the Down button or the Up button to accept the new setting. The menu will remain displayed, and the new setting will be accepted.So I give high marks to the Sony DSC-H300 as a beginner camera or a less expensive knock-around shop camera. If you are looking to take truly outstanding photographs to print in large format, you might want to look around and spend more. But for a general purpose camera, the DSC-H300 works.",query length limit exceeded max allowed query  500 chars query length limit exceeded max allowed query  500 chars query length limit exceeded max allowed query  500 chars query length limit exceeded max allowed query  500 chars query length limit exceeded max allowed query  500 chars query length limit exceeded max allowed query  500 chars
107,camera digital,"Câmera Sony Cyber-Shot DSC-W800 20.1MP Visor 2.7 - Zoom Óptico 5x Imagem Panorâmica, Preta",https://www.amazon.com.br/dp/B00KJX57I8,Quero o estorno do que paguei e que peguem o produto errado,i want the reversal of what i paid and that they get the wrong product
108,camiseta basica,Kit 3 Camisetas Masculinas Básicas Dry-Fit Academia e Corrida,https://www.amazon.com.br/dp/B0B5VT664D,"Produto barato, mas o tecido muito fino",cheap product but very thin fabric
109,camiseta basica,Camiseta Hering Manga Longa Regular World Masculino,https://www.amazon.com.br/dp/B07XRHGWQ8,Boa qualidade. Tamanho certo.,good quality right size
110,camiseta basica,Kit 3 Camiseta LongLine Masculina MXD Conceito Básicas Slim Manga Justa Verão Academia Musculação Treino Camisas Lisas,https://www.amazon.com.br/dp/B0B31TZQ8M,Recomendo a compra,i recommend the purchase
111,camiseta basica,Kit com 3 Camisetas Básicas Masculinas Slim Tee T-Shirt – Slim Fitness Fashion,https://www.amazon.com.br/dp/B08FBGJNZT,"Excelente qualidade, muito boa mesmo.",excellent quality very good indeed
112,camiseta basica,"Camiseta Lisa, Malwee, Masculino",https://www.amazon.com.br/dp/B07YBTJB7R,"Poderia ser um pouquinho maior, mas tem boa malha.",it could be a little bigger but it has good mesh
113,camiseta basica,"KIT COM 5 CAMISETAS MASC, Branco, G -Hering",https://www.amazon.com.br/dp/B09KYHQ8QZ,Bom custo beneficio,good cost benefit
114,camiseta basica,Camiseta MM Regular gola V Hering Masculino,https://www.amazon.com.br/dp/B07V1Z3RRQ,Boa qualidade.,good quality
115,camiseta basica,Camiseta MM Regular gola V Hering Masculino,https://www.amazon.com.br/dp/B07V1Z3RRQ,"Tamanho bom , sou um pouco acima do peso e baixo G ficou na medida .",good size im a little overweight and low g was in the measure 
116,camiseta basica,Kit 3 Camiseta LongLine Masculina MXD Conceito Básicas Slim Manga Justa Verão Academia Musculação Treino Camisas Lisas,https://www.amazon.com.br/dp/B0B31TZQ8M,Muito bom veste bem e bonito,very good dresses well and beautiful
117,camiseta basica,Kit com 4 Camisetas Masculinas Básicas Manga Longa Slim Fitness,https://www.amazon.com.br/dp/B0BCGTLZLN,Malha Resistente!,resistant mesh
118,camiseta basica,Kit 3 Camisetas Masculinas Básicas Dry-Fit Academia e Corrida,https://www.amazon.com.br/dp/B0B5VT664D,Muito boa.,very good
119,camiseta basica,Kit 5 Camisetas Masculinas Básicas 100% Algodão Penteado,https://www.amazon.com.br/dp/B09CLR5YMH,"Boas camisetas, basta tomar cuidado com o tamanho, tem sempre que pedir um tamanho menor pra ser justo",good tshirts just be careful with the size you always have to ask for a smaller size to be fair
120,chapinha de cabelo,"Prancha para Cabelo MQ Titanium Azul Bivolt, MQ, Prancha de Cabelo MQ Titanium Azul Bivolt 2010100303, Azul, Unico",https://www.amazon.com.br/dp/B07MT4TVSB,Muito boa.,very good
121,chapinha de cabelo,Prancha Ceramic FPR01P,https://www.amazon.com.br/dp/B07RJ1D9H9,Maravilhosa super recomendo,wonderful super recommend
122,chapinha de cabelo,Prancha Lizze Extreme Com Placa Revestida Em Titânio 220V,https://www.amazon.com.br/dp/B07CMW31JB,"Chegou antes do prazo, amei.",arrived ahead of schedule i love it
123,chapinha de cabelo,Prancha New Shine Therapy Remington Bivolt,https://www.amazon.com.br/dp/B09CMZT5RK,"Gostei do produto e do prazo de entrega, recebi antes do prazo",i liked the product and the delivery time i received it before the deadline
124,chapinha de cabelo,"Conair Chapinha de cerâmica dupla, 2,54 cm",https://www.amazon.com.br/dp/B015Z6WHYU,"For a cheap flat iron this is pretty decent. Only thing I don't like is the touch sensor on the buttons isn't too accurate so I can't turn the iron off, I have to unplug it every time after use which I do anyway so it doesn't really bother me. Heats up pretty quick and does the job.",for a cheap flat iron this is pretty decent only thing i dont like is the touch sensor on the buttons isnt too accurate so i cant turn the iron off i have to unplug it every time after use which i do anyway so it doesnt really bother me heats up pretty quick and does the job
125,chapinha de cabelo,"Prancha para Cabelo MQ Titanium Azul Bivolt, MQ, Prancha de Cabelo MQ Titanium Azul Bivolt 2010100303, Azul, Unico",https://www.amazon.com.br/dp/B07MT4TVSB,"Amei essa prancha, super indico",i love this board i love it
126,chapinha de cabelo,"Modelador 1 Curves, Taiff, Bivolt, Preto",https://www.amazon.com.br/dp/B07F6LX5CC,"chegou dentro do prazo, produto de alta qualidade, facil de usar e esquenta bastante.",arrived on time high quality product easy to use and warms up a lot
127,chapinha de cabelo,"Lizze Prancha de Cabelo Extreme, 110V cinza",https://www.amazon.com.br/dp/B07CN23JR1,Minha esposa amou o produto,my wife loved the product
128,chapinha de cabelo,"Prancha Chrome Rose PPR10, Philco, Bivolt",https://www.amazon.com.br/dp/B08R93CQZ2,"Comprei p dar de presente , a pessoa adorou",i bought it as a gift  the person loved it
129,chapinha de cabelo,"Prancha Alisadora Mondial, Tourmaline Ceramic, Bivolt, Preto - P-15",https://www.amazon.com.br/dp/B076JGPZHP,Esquenta bem,heats up well
130,chapinha de cabelo,"Modelador 1 Curves, Taiff, Bivolt, Preto",https://www.amazon.com.br/dp/B07F6LX5CC,"Ficamos mouito satisfeitos com o produto, otima qualidade e atende as expectativas!",we were very satisfied with the product great quality and meets expectations
131,chapinha de cabelo,"Da1000, LizzProfessional_BR BSB1, Prancha Lizz Profissional Iconic 230 graus DA1000, Rose, Retangular",https://www.amazon.com.br/dp/B08ZJPQMZQ,Excelente! Amei o resultado.,excellent i loved the result
132,console de videogame,"Console clássico de videogame, mini console clássico - embutido com 620 jogos retrô clássicos console de modo de jogadores para crianças, adulto, presente de criança, presente de dia dos namorados/aniversário",https://www.amazon.com.br/dp/B087Q4PGZW,manque bcp de classic MB1 disponible mais pas MB2 et MB3 ou punch out ou zelda ou FF mais permet de rejour a DK pinball tetris pacman tennis contra TMNT paperboy sa dit 600 jeu mais une fois les double et triple enlever doit rester 200-250 jeu selon moi,classic mb1 bcp stick available more pas mb2 et mb3 or punch out or zelda or ff more permet de rejour a dk pinball tetris pacman tennis against tmnt paperboy sa dit 600 jeu mais une fois les double et triple enlever doit rester 200250 jeu selon moi
133,console de videogame,NUTOT Video Game Stick embutido 30000 jogos 64G 2.4G controlador sem fio HD console de videogame retrô 4k HD console de videogame,https://www.amazon.com.br/dp/B0BJDQ745J,Muito funcional e objetivo,very functional and objective
134,console de videogame,"Blulory 4K Smart Video game TV Stick,Consoles de Video game,2.4G Wireless Gamepads Controlador 10.000 jogos 32/64GB Retro Classic Gamin",https://www.amazon.com.br/dp/B0B4JV5KR9,Atendeu todas as nossas expectativas...,it met all our expectations
135,console de videogame,KKcare GD10 Game Stick embutido 40000 jogos 128GB 2.4G sem fio HD console de videogame retrô 4k HD console de videogame,https://www.amazon.com.br/dp/B0BF55V6BS,entrega rapida,fast delivery
136,console de videogame,"XUXL Consoles de Videogame, 4K 2,4G Wireless 10.000 jogos 32/64GB Retro Classic Gaming Gamepads Controlador da família de TV para PS1/GBA/MD, Q274816IXR5P0O488CLRF7",https://www.amazon.com.br/dp/B09CYW77XD,"Meu filho adorou,chegou tudo certo em perfeito estado",my son loved it everything arrived in perfect condition
137,console de videogame,"Kinhank Console de videogame 128G, Super Console X Pro embutido com mais de 41.000 jogos clássicos, sistemas de console de jogos retrô para saída 4K TV HD/AV, sistemas duplos, compatível com PS1/PSP/MAME/ATARI",https://www.amazon.com.br/dp/B093BJGQ7K,Muito bom o produto,very good product
138,console de videogame,Console Nintendo Switch Oled - The Legend of Zelda: Tears of the Kingdom Edition,https://www.amazon.com.br/dp/B0C3JG7HJM,Veio perfeito,perfect shaft
139,console de videogame,GD10 Video Game Stick Embutido 40000 Jogos 128G 2.4G Controlador Sem Fio HD Console de Videogame Retrô 4k HD Console de Videogame,https://www.amazon.com.br/dp/B0BK48NZLW,Trava e esquenta muito,it locks and heats up a lot
140,console de videogame,"Kinhank Console de videogame 128G, Super Console X Pro embutido com mais de 41.000 jogos clássicos, sistemas de console de jogos retrô para saída 4K TV HD/AV, sistemas duplos, compatível com PS1/PSP/MAME/ATARI",https://www.amazon.com.br/dp/B093BJGQ7K,O produto veio sem o controle remoto!!!,the product came without the remote control
141,console de videogame,"Kinhank Console de videogame 128G, Super Console X Pro embutido com mais de 41.000 jogos clássicos, sistemas de console de jogos retrô para saída 4K TV HD/AV, sistemas duplos, compatível com PS1/PSP/MAME/ATARI",https://www.amazon.com.br/dp/B093BJGQ7K,O produto veio sem o controle remoto!!!,the product came without the remote control
142,console de videogame,Console Nintendo Switch Oled - The Legend of Zelda: Tears of the Kingdom Edition,https://www.amazon.com.br/dp/B0C3JG7HJM,"Produto veio perfeito, sem defeitos na caixa ou algo do tipo.",product came perfect no box defects or anything like that
143,console de videogame,GD10 Game Stick embutido 40000 jogos 128 GB 2.4g Controlador sem fio HD Console de videogame Retro Console 4K HD Console,https://www.amazon.com.br/dp/B0BQ6YMKJ8,Gostei de Tudo,i liked everything
144,disco,Alucinação - Série Clássicos em Vinil [Disco de Vinil],https://www.amazon.com.br/dp/B078BNRLCD,Disco perfeito,perfect disk
145,disco,Flower Boy [Disco de Vinil],https://www.amazon.com.br/dp/B075B6S1GD,"Disco perfeito, chegou certinho. Muito bom",perfect disk arrived right very good
146,disco,Guardians of the Galaxy (Songs From the Motion Picture) (Deluxe Edition) [Disco de Vinil],https://www.amazon.com.br/dp/B00LICGSFU,I bought this just because there were a lot of good songs on the album. I was surprised that the pressing was as good as it was. Sound quality isn't anything to write home about but better than I expected. For sure a good album to have around on a rainy day.,i bought this just because there were a lot of good songs on the album i was surprised that the pressing was as good as it was sound quality isnt anything to write home about but better than i expected for sure a good album to have around on a rainy day
147,disco,Mtx Disco De Desbaste Tipo Flap Grao 80 115 Mm X 22 Mm,https://www.amazon.com.br/dp/B078YY73J7,Bom produto bem robusto,good product very robust
148,disco,To Pimp a Butterfly [Disco de Vinil],https://www.amazon.com.br/dp/B012HOEOPS,Arrived quickly and packaged well. Bought as a birthday gift for my husband and he plays it a ton. Sound quality is great as well. No scratches or warping.,arrived quickly and packaged well bought as a birthday gift for my husband and he plays it a ton sound quality is great as well no scratches or warping
149,disco,Vonder Disco De Corte Diamantado Segmentado V3 125 Mm,https://www.amazon.com.br/dp/B078HR3QDG,Uso pra fazer cortes mais profundos .,i use it to make deeper cuts
150,disco,Vonder Disco De Corte Para Madeira,https://www.amazon.com.br/dp/B07BB3C9PS,Bom desempenho !,good performance
151,disco,"Disco de Corte Bosch Standard for Metal 115x1,0mm Centro Reto",https://www.amazon.com.br/dp/B08D2DL25Q,Produit conforme  mon attente,produit as per  mon attente
152,disco,Guardians of the Galaxy (Songs From the Motion Picture) (Deluxe Edition) [Disco de Vinil],https://www.amazon.com.br/dp/B00LICGSFU,Muito bom recomendo !,very good i recommend
153,disco,Bosch Disco De Corte Madeira Para Serra-Mármore 110Mm,https://www.amazon.com.br/dp/B01LYSQ9LS,Foi a primeira vez que experimentei e fiquei surpreso com o rendimento!,it was the first time i tried it and i was surprised by the income
154,disco,Mtx Rebolo Diamantado Turbo/Segmentado Diâmetro 115 Mm E Rosca M 14,https://www.amazon.com.br/dp/B078YXHDS4,Usei o produto poucas vezes mas vi o resulta muito bom.,i have used the product a few times but i have seen it work very well
155,disco,"Disco de Corte Bosch Standard for Metal 115x1,0mm Centro Reto",https://www.amazon.com.br/dp/B08D2DL25Q,Produit conforme  mon attente,produit as per  mon attente
156,drone,"HEROWEN Drone com câmera 4K para adultos, F11 GPS Drone de câmera FPV de 5Ghz, quadcopter RC para iniciantes, motor sem escova, retorno automático para casa, siga-me, voo de trajetória, modo sem cabeça, estojo de transporte",https://www.amazon.com.br/dp/B09ZPKNRY9,"Bem gostosinho, aconselho muito para iniciantes!",i highly recommend it to beginners
157,drone,Homesen YLR/C S65 RC Drone com Câmera 4K Dual Camera RC Quadcopter com Função Trajetória Voo Controle Gesto Bolsa Armazenamento Pacote 3 Bateria,https://www.amazon.com.br/dp/B0BF5V2H4X,bom para o Inicio .... recomendo para brincar por perto.,good for you i recommend playing around
158,drone,Mini Drone Brinquedo Robo Voador Infravermelho Voa Verdade 1014M MEGA COMPRAS,https://www.amazon.com.br/dp/B08HQNN71T,"Muito legal o brinquedo e muito resistente, recomendo !",very cool toy and very sturdy recommend 
159,drone,"Drone Profesional,L900 Pro Aircraft Se Gps 4K-5G Ultra-Clear-Visual Evitar Obstáculos Wifi Distância de Transmissão de Imagem 300-600M Aeronave Uav (3 Bateria + Mochila, Com Mochila）",https://www.amazon.com.br/dp/B09X1GJ72P,o produto foi entregue antes do prazo e atende (completamente) ao esperado e anunciado.,the product was delivered before the deadline and meets completely the expected and announced
160,drone,Homesen YLR/C S65 RC Drone com Câmera 4K Dual Camera RC Quadcopter com Função Trajetória Voo Controle Gesto Bolsa Armazenamento Pacote 3 Bateria,https://www.amazon.com.br/dp/B0BF5V2H4X,"Achei o drone bom para o valor, meu filho amou",i thought the drone was good for the value my son loved it
161,drone,Homesen YLR/C S65 RC Drone com Câmera 4K Dual Camera RC Quadcopter com Função Trajetória Voo Controle Gesto Bolsa Armazenamento Pacote 3 Bateria,https://www.amazon.com.br/dp/B0BF5V2H4X,Veio quebrado.,it came broken
162,drone,"L900 Pro Gps 4K Profissional 5G Wifi Fpv Drone Brushless Motor Quadcopter Alta Definição Câmera Dupla 1,2 Km Longa Distância (3 * Baterias, Bolsa de Armazenamento)",https://www.amazon.com.br/dp/B09X1GXMRM,Bom produto,good product
163,drone,Drone Multilaser Eagle FPV Câm HD 1280P Bateria 14 min Alcance 80m Flips 360 Controle - ES256,https://www.amazon.com.br/dp/B07PKDC8HL,Muito ruim a qualidade,very poor quality
164,drone,"Drone VANT DJI MINI SE FLY MORE COMBO, cinza, CP.MA.00000319.01",https://www.amazon.com.br/dp/B09F74KFM4,Muito bom!,very nice
165,drone,Queenser LS-38 RC Drone com Câmera para Adultos Drone RC com Câmera 6K EIS Anti-vibração Gimbal Motor Brushless 5G Wifi Vídeo Aéreo FPV Quadcóptero Smart Follow Mode Pacote de mochila,https://www.amazon.com.br/dp/B09FF1RQYT,Excelente drone.,excellent drone
166,drone,"Drone VANT DJI MINI SE FLY MORE COMBO, cinza, CP.MA.00000319.01",https://www.amazon.com.br/dp/B09F74KFM4,"Muito bom drone. Estavel, facil de pilotar e boas imagens.",very good drone stable easy to fly and good images
167,ferro de passar roupa,BLACK+DECKER Ferro de Passar a Vapor com Base Antiaderente 1200W Azul e Branco 220V FX2100,https://www.amazon.com.br/dp/B07WCQ4V8H,"Muito bom , mesmo!!!",very good indeed
168,ferro de passar roupa,"Ferro a Vapor, Arno, FSC1, Smartgliss, 127V, Cinza/Chumbo/Verde",https://www.amazon.com.br/dp/B07SMBFQM2,"Muito bom, mas muito pesado",very good but very heavy
169,ferro de passar roupa,"Ferro de Passar a Vapor, SIE60, Azul, 110v, Electrolux",https://www.amazon.com.br/dp/B076X72MJP,"Gostei muito entregaram no tempo previsto,ferro muito bom",i liked it very much delivered on time very good iron
170,ferro de passar roupa,"Ferro de passar seco e vapor Electrolux base antiaderente vapor vertical extra 1200W cabo 1,65m verde SIE70 127v",https://www.amazon.com.br/dp/B0778VYHBT,Adorei o produto.,i loved the product
171,ferro de passar roupa,"Ferro a Vapor Elétrico, Steamgliss, Base Cerâmica, 110v, Rosa, Arno",https://www.amazon.com.br/dp/B085M2QXVQ,Gostei muito do ferro de passar roupa,i really liked the iron
172,ferro de passar roupa,"Ferro a Vapor Elétrico, Steamgliss, Base Cerâmica, 110v, Rosa, Arno",https://www.amazon.com.br/dp/B085M2QXVQ,Gostei bastante do produto,i really liked the product
173,ferro de passar roupa,"Agratto, Ferro de Passar, Facile, Branco, 220v",https://www.amazon.com.br/dp/B07DDL65S6,Me parece pregar um pouco na roupa,it seems to me to nail a little on the clothes
174,ferro de passar roupa,BLACK+DECKER Ferro de Passar a Vapor Vermelho 220v FX3900,https://www.amazon.com.br/dp/B095X6ZSLW,"Produto incrivel, surpreendeu.",incredible product surprised
175,ferro de passar roupa,BLACK+DECKER Ferro de Passar a Vapor 1200W Verde Água 110V AJ4000,https://www.amazon.com.br/dp/B07K6X6D7G,Ferro muito bom recomendo,very good iron i recommend
176,ferro de passar roupa,"Ferro A Vapor Oster Ultra Care, Base Cerâmica Aerodinâmica, 220V, Champagne/Branco, 2200W, GCSTSP6206",https://www.amazon.com.br/dp/B076X74MB2,Muito boa a qualidade. Pesado? Mas preciso ser !p,very good quality heavy but i need to be p
177,ferro de passar roupa,"Ferro de Passar a Vapor, SIV10, Vermelho, 220v, Electrolux",https://www.amazon.com.br/dp/B07BYPSHJG,Excelente ferro!,excellent iron
178,ferro de passar roupa,Black & Decker Ferro 2 em 1 1000W Sensor e Display 127V FV1000,https://www.amazon.com.br/dp/B087ZPBNK7,Perfeito para passar roupas mais delicadas. Design muito bonito!,perfect for ironing more delicate clothes very beautiful design
179,fones de ouvido sem fio,Fone de Ouvido Xiaomi Redmi Airdots Com Bluetooth,https://www.amazon.com.br/dp/B07R5PSTC9,"Produto original,pode comprar sem medo.",original productyou can buy without fear
180,fones de ouvido sem fio,Xiaomi Redmi Buds 4 Pro TWS Bluetooth Fone de Ouvido 5.3 Cancelamento de Ruído Ativo 3 Mic Fones de Ouvido Sem Fio 36 Horas de Vida (preto),https://www.amazon.com.br/dp/B0B3XHFPJH,"Gostei. Bom som, boa bateria ...",good sound good drums 
181,fones de ouvido sem fio,Xiaomi Redmi Buds 4 Pro TWS Bluetooth Fone de Ouvido 5.3 Cancelamento de Ruído Ativo 3 Mic Fones de Ouvido Sem Fio 36 Horas de Vida (preto),https://www.amazon.com.br/dp/B0B3XHFPJH,"Gostei. Bom som, boa bateria ...",good sound good drums 
182,fones de ouvido sem fio,"Xiaomi TWSEJ04LS Fones de ouvido Redmi Airdots, Bluetooth, à prova de suor, verdadeiros fones de ouvido sem fio, versão global - preto, pequeno",https://www.amazon.com.br/dp/B07TZHNN92,Produto muito bom.,a very good product
183,fones de ouvido sem fio,Fones de Ouvido Xiaomi Redmi AirDots 2 TWSEJ061LS,https://www.amazon.com.br/dp/B087N2DZFQ,O produto atende as necessidades,the product meets the needs
184,fones de ouvido sem fio,"Xiaomi TWSEJ04LS Fones de ouvido Redmi Airdots, Bluetooth, à prova de suor, verdadeiros fones de ouvido sem fio, versão global - preto, pequeno",https://www.amazon.com.br/dp/B07TZHNN92,Um bom produto,a great product
185,fones de ouvido sem fio,Fone de Ouvido Xiaomi Redmi Airdots Com Bluetooth,https://www.amazon.com.br/dp/B07R5PSTC9,"Produto original,pode comprar sem medo.",original productyou can buy without fear
186,fones de ouvido sem fio,"Edifier W100T_GRBK Fone TWS - Fones sem fio, Bluetooth V5.1, Dark gray (cinza e preto)",https://www.amazon.com.br/dp/B09VXY45F6,Muito bom!,very nice
187,fones de ouvido sem fio,Fone De Ouvido Sem Fio Kaidi TWS Smart Touch V5.1 Kd-771 (Preto),https://www.amazon.com.br/dp/B0B417TY5Q,Super indico. Fone muito bom e dura bastante,super indico very good phone and lasts a lot
188,fones de ouvido sem fio,"JBL, Fone de Ouvido Sem Fio, Bluetooth, Wave Flex TWS - Preto",https://www.amazon.com.br/dp/B0BHDRW3MK,"Otima qualidade de som e durabilidade da bateria, alem de nao cair quando esta andando ou correndo...",great sound quality and battery durability plus it doesnt fall off when youre walking or running
189,fones de ouvido sem fio,"Xiaomi TWSEJ04LS Fones de ouvido Redmi Airdots, Bluetooth, à prova de suor, verdadeiros fones de ouvido sem fio, versão global - preto, pequeno",https://www.amazon.com.br/dp/B07TZHNN92,Top! Tenho a 3 anos sem nenhum problema,top i have 3 years without any problem
190,fones de ouvido sem fio,"Xiaomi TWSEJ04LS Fones de ouvido Redmi Airdots, Bluetooth, à prova de suor, verdadeiros fones de ouvido sem fio, versão global - preto, pequeno",https://www.amazon.com.br/dp/B07TZHNN92,"Produto muito bom, mas 5 meses depois o fone direito parou de funcionar. Estou bem triste. Adoro esse fone.",very good product but 5 months later the right headset stopped working im really sad i love that headset
191,fritadeira,"Fritadeira Ultra Digital 2 em 1 Inox 4,8L Oster com Painel Touch - 127V",https://www.amazon.com.br/dp/B0B84CHMMN,"PRODUTO PERFEITO, CAPACIDADE GRANDE, SILENCIOSO E BONITO. MELHOR COMPRA",perfect product big capacity quiet and beautiful best buy
192,fritadeira,Fritadeira Elétrica sem oleo Electrolux Airfryer 5L 8 receitas pré-sugeridas desligamento automatico cesto removivel 1700W EAF50 grafite 127v por Rita Lobo,https://www.amazon.com.br/dp/B0BF7G21ZQ,"Muito grande, linda e eficiente.",very big beautiful and efficient
193,fritadeira,"Fritadeira Elétrica sem oleo Electrolux Airfryer 3,2L 8 receitas pré-sugeridas desligamento automático time sonoro 1400W EAF10 preta 127v por Rita Lobo",https://www.amazon.com.br/dp/B09DLCXG2D,O produto facilita muito a nossa vida.,the product makes our lives much easier
194,fritadeira,Fritadeira Philco Air Fryer 2 em 1 Oven 11L PFR2000P 220V,https://www.amazon.com.br/dp/B085G2BY58,SUPER INDICO!!!,super recommend
195,fritadeira,Fritadeira Air Fryer Philco Gourmet 4l 1500w Preto Pfr15pg - 127,https://www.amazon.com.br/dp/B09S1F55TX,Muito bom.,very good
196,fritadeira,Fritadeira Air Fryer Philco Gourmet 4l 1500w Preto Pfr15pg - 127,https://www.amazon.com.br/dp/B09S1F55TX,Cumprir o esta escritoOtimoBem potente,comply with this writinggreatwell powerful
197,fritadeira,"Fritadeira Air Fry Oven BFR2100P, Britania, 127v",https://www.amazon.com.br/dp/B08R91HYY2,"Muito boa, adorei a compra na chegou antes do prazo.",very good i loved the purchase when it arrived before the deadline
198,fritadeira,Fritadeira Air Fryer Philco Gourmet 4l 1500w Preto Pfr15pg - 127,https://www.amazon.com.br/dp/B09S1F55TX,Melhor do que eu acreditava recomendo,better than i thought i would recommend
199,fritadeira,"Fritadeira Air Fryer Britnia Oven 12 Litros 1800w - 127V, Modelo: BFR2300P",https://www.amazon.com.br/dp/B0B98V3VJL,Perfeita demais. O melhor investimento. Estou apaixonada.,too perfect the best investment im in love
200,fritadeira,Fritadeira Elétrica Inox Redonda Tacho 5 Litros BONI 220 V,https://www.amazon.com.br/dp/B08VBPSF2B,Muito linda uso muito excelente compra que eu fiz,very beautiful use very excellent purchase i made
